5300	0.5644
5400	0.5567
5500	0.56
5600	0.5533
5700	0.55
5800	0.5733
5900	0.5622
6000	0.5733
6100	0.5522
6200	0.5589
6300	0.5611
6400	0.5656
6500	0.5689
6600	0.5711
6700	0.55
6800	0.5356
6900	0.5744
7000	0.5656
7100	0.5456
7200	0.5456
7300	0.5633
7400	0.5622
7500	0.5622
7600	0.5611
7700	0.5644
7800	0.55
7900	0.5411
8000	0.5411
8100	0.57
8200	0.57
8300	0.5556
8400	0.5711
8500	0.5689
8600	0.5667
8700	0.57
8800	0.5511
8900	0.5811
9000	0.5533
9100	0.5556
9200	0.5733
9300	0.5767
9400	0.5689
9500	0.5711
9600	0.5656
9700	0.5322
9800	0.56
